"Time","adcs_SunVectors.xm_sun_vector_x","adcs_SunVectors.xm_sun_vector_y","adcs_SunVectors.xm_sun_vector_z","adcs_SunVectors.yp_sun_vector_x","adcs_SunVectors.yp_sun_vector_y","adcs_SunVectors.yp_sun_vector_z","adcs_SunVectors.ym_sun_vector_x","adcs_SunVectors.ym_sun_vector_y","adcs_SunVectors.ym_sun_vector_z","adcs_SunVectors.xp_sun_vector_x","adcs_SunVectors.xp_sun_vector_y","adcs_SunVectors.xp_sun_vector_z","adcs_SunVectors.zm_sun_vector_x","adcs_SunVectors.zm_sun_vector_y","adcs_SunVectors.zm_sun_vector_z","adcs_SunVectors.zp_sun_vector_x","adcs_SunVectors.zp_sun_vector_y","adcs_SunVectors.zp_sun_vector_z"
1722006097233,0,0,0,-0.00556,0.78824,0.615343,0,0,0,0,0,0,0,0,0,-0.026764,0.47406,0.880086
1722006098054,0,0,0,-0.003453,0.784743,0.619811,0,0,0,0,0,0,0,0,0,-0.024641,0.469347,0.88267
1722006099299,0,0,0,-0.003233,0.783464,0.621429,0,0,0,0,0,0,0,0,0,-0.024281,0.468827,0.882956
1722006100301,0,0,0,-0.003638,0.782571,0.62255,0,0,0,0,0,0,0,0,0,-0.023817,0.469472,0.882626
1722006101458,0,0,0,-0.003756,0.781689,0.623657,0,0,0,0,0,0,0,0,0,-0.023882,0.469971,0.882359
1722006102362,0,0,0,-0.003659,0.783622,0.621228,0,0,0,0,0,0,0,0,0,-0.023874,0.469993,0.882347
1722006103527,0,0,0,-0.003945,0.783791,0.621012,0,0,0,0,0,0,0,0,0,-0.025194,0.47186,0.881314
1722006104730,0,0,0,-0.004054,0.772766,0.634678,0,0,0,0,0,0,0,0,0,-0.026427,0.517599,0.855215
1722006105378,0,0,0,-0.004321,0.758429,0.651742,0,0,0,0,0,0,0,0,0,-0.029796,0.527014,0.849334
1722006106368,0,0,0,-0.003302,0.754158,0.656685,0,0,0,0,0,0,0,0,0,-0.028025,0.522098,0.852425
1722006107360,0,0,0,-0.002036,0.753624,0.657303,0,0,0,0,0,0,0,0,0,-0.026643,0.522211,0.8524
1722006108176,0,0,0,-0.00167,0.753685,0.657234,0,0,0,0,0,0,0,0,0,-0.026085,0.522281,0.852374
1722006109339,0,0,0,-0.001079,0.753726,0.657188,0,0,0,0,0,0,0,0,0,-0.026045,0.522928,0.851979
1722006110461,0,0,0,-0.002136,0.754511,0.656284,0,0,0,0,0,0,0,0,0,-0.026626,0.523824,0.851411
1722006111508,0,0,0,-0.00251,0.75552,0.65512,0,0,0,0,0,0,0,0,0,-0.027875,0.5234,0.851631
1722006114079,0,0,0,-0.003081,0.755782,0.654816,0,0,0,0,0,0,0,0,0,-0.030333,0.51981,0.853743
1722006115198,0,0,0,-0.001937,0.775502,0.631343,0,0,0,0,0,0,0,0,0,-0.030897,0.5391,0.841675
1722006116189,0,0,0,-0.002056,0.775137,0.63179,0,0,0,0,0,0,0,0,0,-0.03047,0.541019,0.840458
1722006123385,0,0,0,-0.001862,0.79989,0.600144,0,0,0,0,0,0,0,0,0,-0.036417,0.536842,0.842897
1722006124288,0,0,0,-0.002407,0.801099,0.598527,0,0,0,0,0,0,0,0,0,-0.035854,0.538968,0.841563
1722006125325,0,0,0,-0.002824,0.801875,0.597485,0,0,0,0,0,0,0,0,0,-0.036307,0.539221,0.841381
1722006126142,0,0,0,-0.002773,0.80175,0.597653,0,0,0,0,0,0,0,0,0,-0.037608,0.539777,0.840968
1722006127306,0,0,0,-0.0041,0.803205,0.595688,0,0,0,0,0,0,0,0,0,-0.038069,0.54081,0.840283
1722006127992,0,0,0,-0.003344,0.815269,0.579073,0,0,0,0,0,0,0,0,0,-0.038496,0.538721,0.841604
1722006130059,0,0,0,0.000111,0.84384,0.536594,0,0,0,0,0,0,0,0,0,-0.029776,0.515717,0.856242
1722006131356,0,0,0,0.000331,0.843508,0.537116,0,0,0,0,0,0,0,0,0,-0.030202,0.516182,0.855946
1722006132256,0,0,0,-0.001133,0.844307,0.535858,0,0,0,0,0,0,0,0,0,0,0,0
1722006133465,0,0,0,-0.001188,0.844107,0.536173,0,0,0,0,0,0,0,0,0,0,0,0
1722006134067,0,0,0,-0.001748,0.845538,0.533913,0,0,0,0,0,0,0,0,0,-0.032599,0.519413,0.853901
1722006135143,0,0,0,-0.003219,0.846375,0.532577,0,0,0,0,0,0,0,0,0,-0.032751,0.518802,0.854267
1722006136953,0,0,0,0.000619,0.88404,0.467412,0,0,0,0,0,0,0,0,0,0,0,0
1722006138119,0,0,0,0.000237,0.884642,0.46627,0,0,0,0,0,0,0,0,0,0,0,0
1722006143371,0,0,0,-0.002156,0.885539,0.46456,0,0,0,0,0,0,0,0,0,0,0,0
1722006144365,0,0,0,0.000314,0.884334,0.466855,0,0,0,0,0,0,0,0,0,0,0,0
1722006145524,0,0,0,0.000214,0.884029,0.467433,0,0,0,0,0,0,0,0,0,0,0,0
1722006146216,0,0,0,0.0004,0.898565,0.43884,0,0,0,0,0,0,0,0,0,0,0,0
1722006147334,0,0,0,0.00061,0.923915,0.382597,0,0,0,0,0,0,0,0,0,0,0,0
1722006149487,0,0,0,-0.000063,0.924064,0.382237,0,0,0,0,0,0,0,0,0,0,0,0
1722006150222,0,0,0,-0.000386,0.924362,0.381516,0,0,0,0,0,0,0,0,0,0,0,0
1722006151559,0,0,0,-0.001976,0.92458,0.380983,0,0,0,0,0,0,0,0,0,0,0,0
1722006152288,0,0,0,-0.002115,0.924755,0.380557,0,0,0,0,0,0,0,0,0,0,0,0
1722006153150,0,0,0,-0.001577,0.924262,0.381756,0,0,0,0,0,0,0,0,0,0,0,0
1722006154055,0,0,0,0.00124,0.924073,0.382214,0,0,0,0,0,0,0,0,0,0,0,0
1722006155263,0,0,0,-0.000499,0.946367,0.323092,0,0,0,0,0,0,0,0,0,0,0,0
1722006156425,0,0,0,-0.001014,0.956568,0.291508,0,0,0,0,0,0,0,0,0,0,0,0
1722006157634,0,0,0,-0.000376,0.957065,0.289872,0,0,0,0,0,0,0,0,0,0,0,0
1722006158619,0,0,0,-0.000813,0.95719,0.289458,0,0,0,0,0,0,0,0,0,0,0,0
1722006159701,0,0,0,-0.001201,0.957172,0.289517,0,0,0,0,0,0,0,0,0,0,0,0
1722006160475,0,0,0,-0.001078,0.957584,0.288151,0,0,0,0,0,0,0,0,0,0,0,0
1722006162285,0,0,0,-0.002379,0.957846,0.287272,0,0,0,0,0,0,0,0,0,0,0,0
1722006168519,0,0,0,-0.000167,0.979814,0.199909,0,0,0,0,0,0,0,0,0,0,0,0
1722006169312,0,0,0,-0.000941,0.979925,0.199363,0,0,0,0,0,0,0,0,0,0,0,0
1722006170295,0,0,0,-0.001283,0.979861,0.199678,0,0,0,0,0,0,0,0,0,0,0,0
1722006171373,0,0,0,-0.003148,0.979908,0.199424,0,0,0,0,0,0,0,0,0,0,0,0
1722006172234,0,0,0,-0.003351,0.983731,0.179617,0,0,0,0,0,0,0,0,0,0,0,0
1722006173485,0,0,0,-0.003945,0.992497,0.122208,0,0,0,0,0,0,0,0,0,0,0,0
1722006174343,0,0,0,-0.004132,0.992659,0.120873,0,0,0,0,0,0,0,0,0,0,0,0
1722006175467,0,0,0,-0.000732,0.992418,0.122907,0,0,0,0,0,0,0,0,0,0,0,0
1722006176112,0,0,0,-0.000725,0.99235,0.123456,0,0,0,0,0,0,0,0,0,0,0,0
1722006178092,0,0,0,-0.000787,0.992424,0.122855,0,0,0,0,0,0,0,0,0,0,0,0
1722006179903,0,0,0,-0.001447,0.99259,0.121501,0,0,0,0,0,0,0,0,0,0,0,0
1722006182305,0,0,0,-0.002909,0.992939,0.118587,0,0,0,0,0,0,0,0,0,0,0,0
1722006183479,0,0,0,-0.001965,0.996629,0.082011,0,0,0,0,0,0,0,0,0,0,0,0
1722006184340,0,0,0,-0.000474,0.99802,0.062903,0,0,0,0,0,0,0,0,0,0,0,0
1722006185716,0,0,0,-0.000573,0.99804,0.06258,0,0,0,0,0,0,0,0,0,0,0,0
1722006186539,0,0,0,-0.000352,0.998021,0.06288,0,0,0,0,0,0,0,0,0,0,0,0
1722006188345,0,0,0,-0.001604,0.998065,0.062155,0,0,0,0,0,0,0,0,0,0,0,0
1722006189465,0,0,0,-0.00296,0.998109,0.061395,0,0,0,0,0,0,0,0,0,0,0,0
1722006190286,0,0,0,-0.003596,0.998145,0.060777,0,0,0,0,0,0,0,0,0,0,0,0
1722006191319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722006192007,0,0,0,-0.004608,0.999272,0.037873,0,0,0,0,0,0,0,0,0,0,0,0
1722006194632,0,0,0,-0.001583,0.999935,0.011258,0,0,0,0,0,0,0,0,0,0,0,0
1722006195795,0,0,0,-0.00068,0.999947,0.010301,0,0,0,0,0,0,0,0,0,0,0,0
1722006196661,0,0,0,-0.001699,0.999941,0.010759,0,0,0,0,0,0,0,0,0,0,0,0
1722006197696,0,0,0,-0.002594,0.999949,0.009804,0,0,0,0,0,0,0,0,0,0,0,0
1722006198511,0,0,0,-0.00313,0.999959,0.008507,0,0,0,0,0,0,0,0,0,0,0,0
1722006199546,0,0,0,-0.00449,0.999957,0.008059,0,0,0,0,0,0,0,0,0,0,0,0
